plywood, pren tair haen, celf,
trial print, print arbrofol, celf,
trial printing, prawf-brintio, celf,
triangle, triongl, celf,
triangular, trionglog, celf,
triangular arch, bwa trionglog, celf,
triangularity, trionglogrwydd, celf,
triangulation, triongliant, celf,
trick marionette, marionét tric, celf,
trickle, diferynnu, celf,
trim, trimio, celf,
trimmer, trimiwr, celf,
trimming knife, cyllell drimio, celf,
triple-point stilts, stiltiau tri-phwynt, celf,
trivet, trybedd, celf,
trophy, tlws, celf,
trough, cafn, celf,
trowel, trywel, celf,
tube, tiwb, celf,
tubing, tiwbin, celf,
tubular, tiwbaidd, celf,
tuft, cudyn, celf,
tumbler drive barrel, casgen gyriant twmblo, celf,
turn, troi, celf,
turning, troad, celf,
turntable, bwrdd tro, celf,
turpentine, tyrpant, celf,
turps substitute, amnewidyn tyrpant, celf,
turquoise, glaswyrdd, celf,
tweed, brethyn caerog, celf,
tweezers, gefel fach, celf,
twig, brigyn, celf,
twill, twil, celf,
twine, cortyn, celf,
twine, cordeddu, celf,
twist, tro, celf,
twisted, dirdro, celf,
twisted cord, cortyn dirdro, celf,
two dimensional modelling, modelu dau ddimensiwn, celf,
two-dimensional, dau ddimensiwn, celf,
two-ply wool, edafedd dwy gainc, celf,
two-pronged fork, fforch ddeubig, celf,
two-way loom, gwŷdd dwyffordd, celf,
type, teip, celf,
type holder, daliwr teip, celf,
type metal, metel teip, celf,
typography, teipograffeg, celf,
u-section, trychiad u, celf,
u-tool, erfyn u, celf,
ultramarine, dulas, celf,
ultraviolet, uwchfioled, celf,
umber, wmber, celf,
unbleached, heb ei gannu, celf,
unbleached calico, calico heb ei gannu, celf,
uncial, wnsial, celf,
unconventional, anghonfensiynol, celf,
undercoat, tanbaent, celf,
undercoat, tanbeintio, celf,
undercolour, tanliw, celf,
undergarments, dillad isaf, celf,
underglaze, tanwydredd, celf,
underglaze, tanwydro, celf,
underglaze colour, lliw tanwydredd, celf,
underline, tanlinellu, celf,
underlying, gwaelodol, celf,
underpaint, tanbaent, celf,
underwear, dillad isaf, celf,
undo, datod, celf,
undress, dadwisgo, celf,
unequal, anghyfartal, celf,
uneven, anwastad, celf,
uneven surface, arwyneb anwastad, celf,
unified, unedig, celf,
uniform, unffurf, celf,
uniformity, unffurfiaeth, celf,
unify, uno, celf,
union, uniad, celf,
unique, unigryw, celf,
unit, uned, celf,
unit mould, mowld uned, celf,
unit of design, uned batrymu, celf,
universal, cyffredinol, celf,
unprimed, di-breim, celf,
upholstery, clustogwaith, celf,
upper case, llythrennau bras, celf,
upright, unionsyth, celf,
upright position, safle unionsyth, celf,
upside down, wyneb i waered, celf,
urge, cymhelliad, celf,
use, defnyddio, celf,
use, arfer, celf,
utilize, defnyddio, celf,
uvinial, wfinial, celf,
v-section, toriad v, celf,
v-shape, ffurf v, celf,
v-shaped, ar ffurf v, celf,
v-tool, erfyn v, celf,
value, gwerth, celf,
vandyke brown, brown vandyke, celf,
vanish, diflannu, celf,
vanished, diflan, celf,
vanishing point, diflanbwynt, celf,
vaporize, anweddu, celf,
vapour, anwedd, celf,
variation, amrywiad, celf,
variety, amrywiaeth, celf,
variety of media, amrywiaeth o gyfryngau, celf,
varnish, farnais, celf,
varnish, farneisio, celf,
varnished, wedi'i farneisio, celf,
varnished surface, arwyneb farnais, celf,
vary, amrywio, celf,
vase, ffiol, celf,
vase shape, siâp ffiol, celf,
vaseline, vaseline, celf,
vegetable dye, llifyn llysiau, celf,
vegetable glue, glud llysiau, celf,
vehicle, cludydd, celf,
vein, gwythïen, celf,
vellum glaze, gwydredd felwm, celf,
vellum paper, papur felwm, celf,
velvet, melfed, celf,
veneer, argaen, celf,
veneer, argaenu, celf,
venetian red, coch fenis, celf,
vent, awyrell, celf,
vent, awyrellu, celf,
ventilation, awyriad, celf,
verdigris, rhwd copr, celf,
vermilion, fermiliwn, celf,
versatile, amlbwrpas, celf,
versatile, amryddawn, celf,
version, fersiwn, celf,
vertical, fertigol, celf,
vertical control, rheolaeth fertigol, celf,
vertical line, llinell fertigol, celf,
vertical perspective, persbectif fertigol, celf,
vertical pug mill, melin gleio fertigol, celf,
verticality, fertigoledd, celf,
vessel, llestr, celf,
vibrate, dirgrynu, celf,
vibrating, dirgrynol, celf,
vibration, dirgryniad, celf,
vicarious, dirprwyol, celf,
vice, feis, celf,
video recording, recordiad fideo, celf,
view, golygfa, celf,
view, golwg, celf,
vine charcoal, siarcol gwinwydd, celf,
vinegar, finegr, celf,
vinyl, finyl, celf,
vinyl polymer, polymer finyl, celf,
vinyl resin, resin finyl, celf,
viridian, firidian, celf,
viscosity, gludedd, celf,
viscous, gludiog, celf,
visibility, gwelededd, celf,
visible, gweladwy, celf,
vision, gweledigaeth, celf,
vision, golwg, celf,
visionary, breuddwydiol, celf,
visionary, gweledydd, celf,
vista, golygfa, celf,
visual, gweledol, celf,
visual aid, cymhorthyn gweledol, celf,
visual concept, cysyniad gweledol, celf,
visual image, delwedd weledol, celf,
visual nature, natur weledol, celf,
visual note, nodiad gweledol, celf,
visual sign, arwydd gweledol, celf,
visualize, delweddu, celf,
vitreous, gwydrog, celf,
vitreous enamel, enamel gwydrog, celf,
vitrifiable, gwydreiddiadwy, celf,
vitrifiable clay, clai gwydreiddiadwy, celf,
vitrify, troi'n wydr, celf,
vivid, llachar, celf,
vivid colour, lliw llachar, celf,
vogue, ffasiwn, celf,
volatile, cyfnewidiol, celf,
volatile, anweddol, celf,
volume, cyfaint, celf,
volume, cyfrol, celf,
vorticist, forteisydd, celf,
vorticity, forteisedd, celf,
wad box, blwch wad, celf,
wadding, wadin, celf,
waffle pattern, patrwm waffl, celf,
waist, gwasg, celf,
waistline, llinell wasg, celf,
wall, mur, celf,
wall, wal, celf,
wall panel, panel wal, celf,
wall plaque, plac mur, celf,
wall-hanging unit, uned i'w hongian, celf,
wall-painting, murlun, celf,
walled, muriog, celf,
wallet, waled, celf,
walnut, cneuen ffrengig, celf,
ware, crochenwaith, celf,
warm, cynnes, celf,
warm colour, lliw cynnes, celf,
warm tone, tôn cynnes, celf,
warp, ystof, celf,
warp board, bwrdd ystofi, celf,
warp stick, ffon ystofi, celf,
warp thread, edau ystof, celf,
warpage, ystofiad, celf,
warping, camdroad, celf,
warping clamp, clamp ystofi, celf,
warping frame, ffrâm ystofi, celf,
warping post, postyn ystofi, celf,
wash, golch, celf,
wash, golchi, celf,
wash-drawing, golchlun, celf,
washability, golchadwyaeth, celf,
washable, golchadwy, celf,
washer, wasier, celf,
waste, gwastraff, celf,
waste, gwastraffu, celf,
waste material, defnydd gwastraff, celf,
waste mould, mowld gwastraff, celf,
water, dŵr, celf,
water colour, dyfrlliw, celf,
water colour brush, brwsh dyfrlliw, celf,
water colour painting, paentiad dyfrlliw, celf,
water colour painting, peintio dyfrlliw, celf,
water colour paper, papur dyfrlliw, celf,
water of ayr stone, carreg ayr, celf,
water paste, past dŵr, celf,
water stain, staen dŵr, celf,
water work, gwaith dŵr, celf,
water-based, dyfrsail, celf,
water-based medium, cyfrwng sylfaen ddŵr, celf,
water-resistant, dŵr-wrthiannol, celf,
watermark, dyfrnod, celf,
waterproof, diddos, celf,
waterproof, diddosi, celf,
waterproof ink, inc gwrth-ddŵr, celf,
waterproof paper, papur gwrth-ddŵr, celf,
wax, cwyro, celf,
wax, cwyr, celf,
wax crayon, creon cwyr, celf,
wax painting, peintio cwyr, celf,
wax paper, papur cwyr, celf,
wax pastel, pastel cwyr, celf,
wax polish, llathrydd cwyr, celf,
wax polish, llathredd cwyr, celf,
wax resistant, gwrth-gwyr, celf,
wax shine, llathredd cwyr, celf,
wax varnish, farnais cwyr, celf,
wax-resist decoration, addurn gwrthgwyr, celf,
waxy, cwyraidd, celf,
waxy surface, arwyneb cwyraidd, celf,
weapon, arf, celf,
weathering, hindreuliad, celf,
weathering, hindreulio, celf,
weave, gwehyddiad, celf,
weave, gwehyddu, celf,
weaver, gwehydd, celf,
weaving cotton, cotwm sglein, celf,
weaving pattern, patrwm gwehyddu, celf,
weft thread, edau anwe, celf,
weight, pwysau, celf,
weld, weldiad, celf,
weld, weldio, celf,
well-balanced, cytbwys, celf,
well-proportioned, cymesur, celf,
well-proportioned, o gyfrannedd da, celf,
wendicote loom, gwŷdd wendicote, celf,
wendy loom, gwŷdd wendy, celf,
wet, gwlyb, celf,
wetting, gwlychu, celf,
wetting agent, cyfrwng gwlychu, celf,
wheel, olwyn, celf,
wheel, olwyno, celf,
wheel of fortune pattern, patrwm olwyn ffawd, celf,
whet, hogi, celf,
whirl, chwyrlïad, celf,
whirl, chwyrlïo, celf,
whirler, chwyrlïwr, celf,
whirling wheel, olwyn chwyrlïo, celf,
white apron, ffedog wen, celf,
white cardboard, cardbord gwyn, celf,
white chalk, sialc gwyn, celf,
white foundation, gwyn sylfaenol, celf,
white paste, past gwyn, celf,
white spirit, gwirod gwyn, celf,
white tissue paper, papur sidan gwyn, celf,
whiten, gwynnu, celf,
whiting, powdr sialc, celf,
whittle, naddu, celf,
wicker, gwiail, celf,
wickerwork, basgedwaith, celf,
wide, llydan, celf,
wide stroke, strôc lydan, celf,
widen, lledu, celf,
width, lled, celf,
willow, helygen, celf,
willow charcoal, siarcol helyg, celf,
wind, dirwyn, celf,
winder, dirwynydd, celf,
wing compass, cwmpas adeiniog, celf,
wire, gwifren, celf,
wire, gwifro, celf,
wire foundation, sylfaen wifren, celf,
wire frame, ffrâm wifren, celf,
wire loop, dolen wifren, celf,
wire mesh, rhwyll wifrog, celf,
wire nail, hoelen gron, celf,
wire safety cage, cawell diogelwch gwifrau, celf,
wire staples, styffylau gwifren, celf,
wire wool, gwlân dur, celf,
wood, coed, celf,
wood, pren, celf,
wood ash, lludw pren, celf,
wood bending, plygu coed, celf,
wood block, bloc pren, celf,
wood carving, cerfiad pren, celf,
wood carving, cerfio pren, celf,
wood dye, llifyn pren, celf,
wood engraving, ysgythriad pren, celf,
wood grain, graen pren, celf,
wood joint, uniad pren, celf,
wood shavings, naddion pren, celf,
woodcut, torlun pren, celf,
wooden bead, glain pren, celf,
wooden frame, ffrâm bren, celf,
wooden handle, coes bren, celf,
wooden marionette, marionét pren, celf,
wooden shuttle, gwennol bren, celf,
wooden spoon, llwy bren, celf,
woof, anwe, celf,
wool, gwlân, celf,
woollen, gwlân, celf,
woollen garments, dillad gwlân, celf,
woollen thread, edau wlân, celf,
woolly, gwlanog, celf,
work, gwaith, celf,
work of art, gwaith celfyddydol, celf,
work-board, bwrdd gweithio basgedi, celf,
workshop, gweithdy, celf,
world of fantasy, byd ffantasi, celf,
wrap, lapio, celf,
wrapping cane, gwialen lapio, celf,
wrapping paper, papur lapio, celf,
wreathed, torchog, celf,
wrinkle, crych, celf,
wrinkle, crychu, celf,
wrist, arddwrn, celf,
writing paper, papur ysgrifennu, celf,
written alphabet, gwyddor ysgrifenedig, celf,
yard, llathen, celf,
yarn, edau, celf,
yellow, melyn, celf,
yellow ochre, ocr melyn, celf,
yellows and oranges, melynion ac orenau, celf,
yolk, melynwy, celf,
zigzag, igam ogam, celf,
zinc, sinc, celf,
zinc cutting plate, plât torri sinc, celf,
zinc oxide, sinc ocsid, celf,
zip, sip, celf,
zip fastener, ffasnydd sip, celf,
zone, cylchfa, celf,
